DepartmentID,DepartmentNM,DepartmentSpecialtyDSC,ICU,FirstICUDate,LastICUDate
10030010548,BWH ADMINISTRATIVE,,No,,
10030010549,BWH DIRECT TO CATH LAB,,No,,
10030010550,BWP RAD ONC WEY,,No,,
10030010551,BWP RAD ONC DFCI,,No,,
10030010552,BWH CCI CTC PBB A4,Research,No,,
10030010553,BWH PSYCH JEN CTR,Psychiatry,No,,
10030010554,BWH INTERNATIONAL MED,Internal Medicine,No,,
10030010555,BWH EXTERNAL PROVIDER,Virtual Department,No,,
10030010556,BWH DF IMG OUTSIDE IMG,Radiology,No,,
10030010557,BWH SPUTUM INDUCTION,Pulmonology,No,,
10030010558,BWH L1 EMS,Intensive Care,Yes,20200301,20200406
10030010559,BWP METABOLIC SUP SERV,Burn Surgery,No,,
10030010560,BWH NWH ADMISSION,Virtual Department,No,,
10030010561,BWH DFCI ADMISSION,Virtual Department,No,,
10030010562,BWH VIRTUAL HEART FAILURE,Cardiology,No,,
10030010563,BWH PAIN MGT ORTH HALE,Pain Medicine,No,,
10030010564,BWH RESEARCH AOU CTH,Research,No,,
10030010565,BWH RESEARCH AOU CTC,Research,No,,
10030010566,BWH CWN 6N NBRHOOD 3,Neonatology,No,,
10030010567,BWP PATHOLOGY PRFSSNL,Virtual Department,No,,
10030010568,BWH BMS INTERNAL MED,Internal Medicine,No,,
10030010569,BWH CARDIAC REHAB MAIN,Cardiac Rehabilitation,No,,
10030010570,BWH DIABETES MGT,Endocrinology,No,,
10030010571,BWH ENDOCRINE MED,Endocrinology,No,,
10030010572,BWP PULMONARY MED,Pulmonology,No,,
10030010573,BWH CARDIO GENETICS,Cardiology,No,,
10030010574,BWP ECHO OVERREAD,Cardiology,No,,
10030010575,BWH NSG PHYSIATRY HALE,Neurosurgery,No,,
10030010576,BWP HERNIA CENTER,General Surgery,No,,
10030010577,BWH MED SURG 12D,Intensive Care,Yes,20200301,20200406
10030011130,BWP NONPHS,,No,,
10030011131,BWH FH ADMISSION,,No,,
10030011132,BWH ORTHO LIMB WC,Plastic Surgery,No,,
10030011133,BWH PLASTICS LIMB WC,Plastic Surgery,No,,
10030011134,BWH PODIATRY LIMB WC,Plastic Surgery,No,,
10030011135,BWH VASCULAR LIMB WC,Plastic Surgery,No,,
10030011136,BWH REHAB PT BREAST CT,Physical Therapy,No,,
10030011137,BWH REHAB PT 500 BRK,Physical Therapy,No,,
10030011138,BWH HBC DF CROSSOVER,,No,,
10030011139,BWH AMB PROCEDURE STE,General Surgery,No,,
10030011140,BWP ENDO MED MET,Endocrinology,No,,
10030011141,BWH 3D AICP,Infusion Therapy,No,,
10030011142,BWH CARDIO OB CH,Cardiology,No,,
10030011143,BWH IMG 3D AUTO,Radiology,No,,
10030011144,BWH IMG RAD ONC AUTO,Radiology,No,,
10030011145,BWH IMG BDSIDE US AUTO,Radiology,No,,
10030011146,BWH PHLEB JEN CTR,Lab,No,,
10030011147,BWH PHLEB LAB MAIN,Lab,No,,
10030011148,BWH PHLEB ADMITTING,Lab,No,,
10030011149,BWH PHLEB ULTRASOUND,Lab,No,,
10030011150,BWH PHLEB WATKINS,Lab,No,,
10030011151,BWH PHLEB OBGYN,Lab,No,,
10030011152,BWH PHLEB HALE,Lab,No,,
10030011153,BWH PHLEB WEINER PREOP,Lab,No,,
10030011154,BWH HBC AUTOPSY PATH,,No,,
10030011155,BWH PC SPANISH TOWER,Internal Medicine,No,,
10030011156,BWH HBC DFCI PROFILE,,No,,
10030011157,BWH OP PHARMACY,Pharmacy,No,,
10030011158,BWH AMB PROC STE DEPT,General Surgery,No,,
10030011159,BWH CARDIAC SURGERY,Cardiac Surgery,No,,
10030011160,BWH HBC EKG HEMO,Virtual Department,No,,
10030011161,BWH HBC EKG BCMA,Virtual Department,No,,
10030011162,BWH HBC EKG INTNL,Virtual Department,No,,
10030011163,BWH HBC CARD PERFUSION,Virtual Department,No,,
10030011164,BWH BCMA PSYCHIATRY,Psychiatry,No,,
10030011165,BWH GERIATRICS JEN CTR,Gerontology,No,,
10030011166,BWH DIABETES JEN CTR,Endocrinology,No,,
10030011167,BWH NEONATAL 6A,Neonatology,No,,
10030011168,BWH IMG 3D ULTRASOUND,Radiology,No,,
10030011169,BWH IMG 3D MRI,Radiology,No,,
10030011170,BWH IMG 3D CT,Radiology,No,,
10030011171,BWH INTRNTL PT CENTER,Virtual Department,No,,
10030011172,BWH PC JEN CTR,Internal Medicine,No,,
10030011173,BWH CWN 6S NBRHOOD 1,Neonatology,No,,
10030011174,BWH CWN 6S NBRHOOD 2,Neonatology,No,,
10030011175,BWP REMOTE CV HEALTH,Cardiology,No,,
10030011176,BWH NEURO EMG LAB HALE,Neurophysiology,No,,
10030011177,BWH ORTHOPAEDICS HALE,Orthopedics,No,,
10030011178,BWH IMG MRI HALE,Radiology,No,,
10030011179,BWH IMG MSK XRAY HALE,Radiology,No,,
10030011180,BWH IMG CT HALE,Radiology,No,,
10030011181,BWH EXECUTIVE HEALTH,General Internal Medicine,No,,
10030011182,BWH FH IMG OUTSIDE IMG,Radiology,No,,
10030011183,BWH CLINICAL ONCOPANEL LAB,Lab,No,,
10030011184,BWH NEURO BH,Neurology,No,,
10030011185,BWH NEURO GILEN MS,Neurology,No,,
10030011186,BWH NEURO MS,Neurology,No,,
10030011187,BWH NEURO SOCIAL WORK,Psychiatry,No,,
10030011188,BWH NEUROPSYCH MS,Psychiatry,No,,
10030011189,BWH NEUROPSYCH,Psychiatry,No,,
10030011190,BWH NEURO MS SOCIAL WORK,Psychiatry,No,,
10030011191,BWH IMG OUTSIDE IMG,Radiology,No,,
10030011192,BWH RENAL MED WAT,Nephrology,No,,
10030011193,BWH OTOLARYNGOLGY HALE,Otolaryngology,No,,
10030011194,BWH CCI CLN TRIAL HALE,Research,No,,
10030011195,BWH INFUSION PHARMACY,Pharmacy,No,,
10030011196,BWH EEG LAB HALE,Epilepsy,No,,
10030011197,BWH GERONTOLOGY WAT,Gerontology,No,,
10030011198,BWH CWN 6N GDU,Neonatology,No,,
10030011199,BWH CWN 6N NBRHOOD 4,Neonatology,No,,
10030011200,BWP LUNG TRANSPLANT,Pulmonology,No,,
10030011201,BWP PSYCH 4TH FLOOR,Psychiatry,No,,
10030011202,BWH CARDIO DVCE MNT,Cardiology,No,,
10030011203,BWH REHAB PT ORTH HALE,Physical Therapy,No,,
10030011204,BWH REHAB PT NEUR HALE,Physical Therapy,No,,
10030011205,BWH REHAB OT NEUR HALE,Occupational Therapy,No,,
10030011206,BWH REHAB OT ORTH HALE,Occupational Therapy,No,,
10030011207,BWH NEUROSCIENCES HALE,Virtual Department,No,,
10030011208,BWH CCI CLN SVS HALE,Nutrition,No,,
10030011209,BWH DIAGNOSTIC SVCS,Internal Medicine,No,,
10030011210,BWH INFECT DIS WAT,Infectious Diseases,No,,
10030011211,BWH ID RESEARCH,Research,No,,
10030011212,BWH PHLEB BCMA,Lab,No,,
10030011213,BWH LAB EXPD DONOR,Lab,No,,
10030011214,BWH LAB CANDIDATE,Lab,No,,
10030011215,BWH 3D SURGE,Adult Medicine,No,,
10030011216,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10030011217,BWH WOMENS HEALTH,Internal Medicine,No,,
10030011218,BWH NUTRITION HALE,Nutrition,No,,
10030011219,BWH IMG MRI NICU,Radiology,No,,
10030011220,BWH CENTRAL RAD SCHED,Central Scheduling,No,,
10030011221,BWH HEARTPAL PROGRAM,Palliative Care,No,,
10030011222,BWH KIDNEYPAL PROGRAM,Palliative Care,No,,
10030011223,BWH L2 PRU SURGE,Adult Medicine,No,,
10030011224,BWH ANES HIGH RISK OB,Pain Medicine,No,,
10030011225,BWH PATH FINE NDL ASP,Pathology,No,,
10030011226,BWH PACU L1 SURGE,Adult Medicine,No,,
10030011227,BWH TELEHEALTH SUPPORT,Virtual Department,No,,
10030011228,BWH INFECTION CONTROL,Infectious Diseases,No,,
10030011229,BWH EMPLOYEE EPISODIC,Internal Medicine,No,,
10030011230,BWH RENAL BP MNT,Cardiology,No,,
10030011231,BWH GENOMIC MED,Genetics,No,,
10030011232,BWP WGHT MGMT GI,Gastroenterology,No,,
10030011233,BWP ACUTE PAIN,Pain Medicine,No,,
10030011234,BWH PSYCH INF DIS,Psychiatry,No,,
10030011235,BWH ASB 2 SURGE,Adult Medicine,No,,
10030011236,BWH GERONTOLOGY,Gerontology,No,,
10030011237,BWH AMB DFCI INFUSION,Infusion Therapy,No,,
10030011238,BWH AMB URGENT RESP,Internal Medicine,No,,
10030011239,BWP CV VASC US WAT,Vascular Surgery,No,,
10030011240,BWH AMB RESPIRATORY PC,Internal Medicine,No,,
10030011241,BWH AMB URGENT RESP ED,Internal Medicine,No,,
10030011242,BWH TOWER L1 MED SURGE,Adult Medicine,No,20200331,20200401
10030011243,BWH ENDO MED SURGE,Adult Medicine,No,,
10030011244,BWH CSC,Virtual Department,No,,
10030011245,BWH SHAPIRO L1 ICU,Intensive Care,Yes,20200402,20200406
10030011246,BWH AMB URG RESP EMS,Internal Medicine,No,,
10030020001,BWH ADULT MEDICAL SJP,Internal Medicine,No,,
10030020002,BWH FAMILY MED SJP,Family Medicine,No,,
10030020003,BWH FAMILY MH SJP,Psychiatry,No,,
10030020004,BWH GROUP MH SJP,Psychiatry,No,,
10030020005,BWH GUIDE MH SJP,,No,,
10030020006,BWH INDIV MH SJP,Psychiatry,No,,
10030020007,BWH MEDS SJP,Psychiatry,No,,
10030020008,BWH MH FAP SJP,,No,,
10030020009,BWH MH SJP,,No,,
10030020010,BWH MH FAP 2 SJP,,No,,
10030020011,BWH MH EVALS SJP,Psychiatry,No,,
10030020012,BWH NUTRITION SJP,Nutrition,No,,
10030020013,BWH OBGYN FP SJP,Obstetrics and Gynecology,No,,
10030020014,BWH PEDIATRIC MED SJP,Pediatrics,No,,
10030020015,BWH PODIATRY SJP,Podiatry,No,,
10030020016,BWH SOCIAL WORK SJP,Social Services,No,,
10030020017,BWH SUBSTNC ABUSE SJP,Psychiatry,No,,
10030020018,BWH WIC SJP,Social Services,No,,
10030020019,BWH NUTRITION 2 SJP,Nutrition,No,,
10030020020,BWH LABORATORY SJP,Lab,No,,
10030020021,BWH DERMATOLOGY SJP,,No,,
10030020022,BWH HBC EKG SJP,Virtual Department,No,,
10030020023,BWH HEALTH PROMOTION SJP,Care Management,No,,
10030020024,BWH CNM OBGYN SJP,Obstetrics and Gynecology,No,,
10030020025,BWH RESEARCH AOU SJP,Research,No,,
10030030001,BWH ADULT MEDICAL BCH,Internal Medicine,No,,
10030030002,BWH CARDIOLOGY BCH,Cardiology,No,,
10030030003,BWH CNM OBGYN BCH,Obstetrics and Gynecology,No,,
10030030004,BWH DENTAL BCH,Dentistry,No,,
10030030005,BWH FAMILY MEDICAL BCH,Family Medicine,No,,
10030030006,BWH FAMILY SVCS BCH,Psychiatry,No,,
10030030007,BWH HYGIENISTS BCH,Dentistry,No,,
10030030008,BWH GYN BCH,Gynecology,No,,
10030030009,BWH NUTRITION BCH,Nutrition,No,,
10030030010,BWH ORTHODONTISTS BCH,Orthodontics,No,,
10030030011,BWH PEDIATRIC MED BCH,Pediatrics,No,,
10030030012,BWH PULMONARY BCH,Pulmonology,No,,
10030030013,BWH RNFHW BCH,Internal Medicine,No,,
10030030014,BWH SCHOOL CLINIC BCH,Family Medicine,No,,
10030030015,BWH WIC BCH,Social Services,No,,
10030030016,BWH LABORATORY BCH,Lab,No,,
10030030017,BWH LABORATORY BCH,Lab,No,,
10030030018,BWH HBC EKG BCH,Virtual Department,No,,
10030030019,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10030030020,BWH RESEARCH AOU BCH,Research,No,,
10030040001,BWH CARDIAC REHAB FXB,Cardiac Rehabilitation,No,,
10030040002,BWH NUTRITION FXB,Nutrition,No,,
10030040003,BWH EMG FXB,,No,,
10030040004,BWH FLUOROSCOPY FXB,,No,,
10030040005,BWH ENDOSC OR/RR FXB,,No,,
10030040006,MGP ORTHO SURG FXB,Orthopedics,No,,
10030040007,MGP PMR FXB,Physical Medicine and Rehabilitation,No,,
10030040008,MGP SPORTS PRFM FXB,Orthopedics,No,,
10030040009,MGP ORTHO HND SER FXB,,No,,
10030040010,MGP PED GI NUTR FXB,Pediatric Gastroenterology,No,,
10030040011,MGP PED ENDOCR FXB,Pediatric Endocrinology,No,,
10030040012,MGP PED PLMSLPCF FXB,Pediatric Pulmonology,No,,
10030040013,MGP PED ALLG IMM FXB,Pediatric Allergy,No,,
10030040014,MGP PED SURG FXB,Pediatric Surgery,No,,
10030040015,BWP PRIMARY CARE FXB,Internal Medicine,No,,
10030040016,BWP PC NP FOX,,No,,
10030040017,BWP GASTRO MED FXB,Gastroenterology,No,,
10030040018,BWP GEN GI SURGERY FXB,General Surgery,No,,
10030040019,BWP RAD VEIN CTR FXB,Vascular Surgery,No,,
10030040020,BWP NEUROLOGY FXB,Neurology,No,,
10030040021,BWP NEUROSURGERY FXB,Neurosurgery,No,,
10030040022,BWP OBGYN CIRS FXB,Reproductive Endocrinology and Infertility,No,,
10030040023,BWP OBGYN MFM FXB,Obstetrics,No,,
10030040024,BWP ORTHOPEDICS FXB,Orthopedics,No,,
10030040025,BWP PLASTIC COSMET FXB,Plastic Surgery,No,,
10030040026,BWP PLASTIC SURG FXB,Plastic Surgery,No,,
10030040027,BWP PODIATRY FXB,Podiatry,No,,
10030040028,BWP PULMONARY MED FXB,Pulmonology,No,,
10030040029,BWP RENAL MEDICINE FXB,Nephrology,No,,
10030040030,BWP RENAL TRANSPL FXB,Transplant,No,,
10030040031,BWP BREAST CENTER FXB,Breast Oncology,No,,
10030040032,BWP SURGICAL ONC FXB,Surgical Oncology,No,,
10030040033,BWP UROLOGY FXB,Urology,No,,
10030040034,BWP VASCULAR ACC FXB,,No,,
10030040035,BWP VASCULAR SURG FXB,Vascular Surgery,No,,
10030040036,BWP SPECIALTY CLIN FXB,Internal Medicine,No,,
10030040037,BWH PHYSIATRY FXB,Physical Medicine and Rehabilitation,No,,
10030040038,BWH NEUROLOGY EMG FXB,Neurology,No,,
10030040039,BWH PAIN MGMT FXB,Pain Medicine,No,,
10030040040,BWH ECHO FXB,Cardiology,No,,
10030040041,BWH VASCULAR FXB,Cardiology,No,,
10030040042,BWH UCC FXB,Urgent Care,No,,
10030040043,BWH EKG LAB FXB,Cardiology,No,,
10030040050,BWH LABORATORY FXB,Lab,No,,
10030040051,BWH PHARMACY FXB,,No,,
10030040052,BWP ALLERGY FXB,Allergy and Immunology,No,,
10030040053,BWP RHEUM FXB,Rheumatology,No,,
10030040054,BWP BOGG FXB,Obstetrics and Gynecology,No,,
10030040055,BWP CARDIAC SURG FXB,,No,,
10030040056,BWP CARDIO ARR FXB,Cardiology,No,,
10030040057,BWP CARDIO FXB,Cardiology,No,,
10030040058,BWP DERM COSMETIC FXB,Dermatology,No,,
10030040059,BWP DERM FXB,Dermatology,No,,
10030040060,BWP ENDOCRINE MED FXB,Endocrinology,No,,
10030040061,BWH NUTR CRD RHB FXB,Cardiac Rehabilitation,No,,
10030040062,BWP OBGYN MIGS FXB,Obstetrics and Gynecology,No,,
10030040063,BWH IMG BONE DEN FXB,Radiology,No,,
10030040064,BWH IMG CT FXB,Radiology,No,,
10030040065,BWH IMG XRAY IR FXB,Radiology,No,,
10030040066,BWH INT INV FXB,,No,,
10030040067,BWH IMG MAMMO FXB,Radiology,No,,
10030040068,BWH IMG MRI FXB,Radiology,No,,
10030040069,BWH CARDIAC STRESS FXB,Cardiology,No,,
10030040070,BWH CT NIV VASC FXB,,No,,
10030040071,BWH MRI NIV VASC FXB,,No,,
10030040072,BWH CT SCR FXB,,No,,
10030040073,BWH IMG US FXB,Radiology,No,,
10030040074,BWH IMG XRAY FXB,Radiology,No,,
10030040075,BWH XRAY UCC FXB,,No,,
10030040076,BWH IMG FL GI FXB,Radiology,No,,
10030040077,BWH INTRAOP IMG OR FXB,Radiology,No,,
10030040078,BWH PERIOP DEPT FXB,General Surgery,No,,
10030040079,BWH PRE/PACU FXB,General Surgery,No,,
10030040080,BWH ANESTHESIA FXB,Anesthesiology,No,,
10030040081,BWH OPERATING ROOM FXB,General Surgery,No,,
10030040082,BWH ANES PROCS FXB,,No,,
10030040083,BWH PPE FXB,Pre-Admission Testing,No,,
10030040084,BWP ORL FXB,Otolaryngology,No,,
10030040085,BWP ORL AUDIOLOGY FXB,Audiology,No,,
10030040086,BWH REHAB OT FXB,Occupational Therapy,No,,
10030040087,BWH REHAB PT FXB,Physical Therapy,No,,
10030040088,BWH REHAB WELLNESS FXB,Wellness,No,,
10030040089,MGP PED NEPH FXB,Pediatric Nephrology,No,,
10030040090,BWP ORL AUDIO FXB,Audiology,No,,
10030040091,BWH ANAT PATH FXB,Lab,No,,
10030040092,BWH IMG 3D ULTRA FXB,Radiology,No,,
10030040093,BWH IMG 3D MRI FXB,Radiology,No,,
10030040094,BWH IMG 3D CT FXB,Radiology,No,,
10030040095,BWP OBGYN UROGYN FXB,Obstetrics and Gynecology,No,,
10030040096,BWP ADV HRT DIS FXB,Cardiology,No,,
10030040097,BWP CARDI DVCE MNT FXB,Cardiology,No,,
10030040098,BWP PSYCHIATRY FXB,Psychiatry,No,,
10030040099,BWP ORL VOICE THRY FXB,Otolaryngology,No,,
10030040100,BWH REHAB SP SW FXB,Speech Therapy,No,,
10030040101,BWH PHLEP FXB II,Lab,No,,
10030040102,BWP CV VASC US FXB,Vascular Surgery,No,,
10030040103,BWP THORACIC SURG FXB,Thoracic Surgery,No,,
10030050001,BWH WHC DERM LPN ACC,,No,,
10030050002,BWH WHC GYN LPN ACC,,No,,
10030050003,BWH WHC INTMED LPN ACC,,No,,
10030050004,BWH WHC SPECL LPN ACC,,No,,
10030050005,BWH REHAB OT HAND 850,Occupational Therapy,No,,
10030050006,BWH REHAB PT 850,Physical Therapy,No,,
10030050007,BWH NUTR BOGA ACC,,No,,
10030050008,BWH NUTRITION 850,Nutrition,No,,
10030050009,BWH NUTR KTHY MCMANUS,Nutrition,No,,
10030050010,BWH NUTR OSHER 850,Nutrition,No,,
10030050011,BWH ANTICOAG CLIN ACC,,No,,
10030050012,BWH ZOST CLINIC 850,Family Medicine,No,,
10030050013,BWP PHYSIATRYSPINE 850,Rheumatology,No,,
10030050014,BWP RHEUM 850,Rheumatology,No,,
10030050015,BWP SPINE 850,Rheumatology,No,,
10030050016,BWP DERM COSM WHC 850,Dermatology,No,,
10030050017,BWP NEURSURG SPINE ACC,,No,,
10030050018,BWP ORTHO SPRTSMED 850,Orthopedics,No,,
10030050019,BWP ORTHO SPINE 850,Orthopedics,No,,
10030050020,BWP ORTHO WHC 850,Orthopedics,No,,
10030050021,BWP ORTHO WHC OSHER,Orthopedics,No,,
10030050022,BWH OSHER CAM 850,Integrative Medicine,No,,
10030050023,BWP OSHER NEURO ACC,,No,,
10030050024,BWP OSHER ORTHO ACC,,No,,
10030050025,BWH OSHER PC 850,Internal Medicine,No,,
10030050026,BWH OSHER PSYCH 850,Psychiatry,No,,
10030050027,BWP PLSTC SURG WHC ACC,,No,,
10030050028,BWP THORACIC WHC ACC,,No,,
10030050029,BWP PAIN MGMT OSH ACC,Pain Medicine,No,,
10030050030,BWH ALLRGY STE 301 850,Allergy and Immunology,No,,
10030050031,BWH ALLRGY STE 540 850,Allergy and Immunology,No,,
10030050032,BWH RHEUM MUSC WHC ACC,,No,,
10030050033,BWH RHEUM WHC 850,Rheumatology,No,,
10030050034,BWH RHEUM WHC OSHER,,No,,
10030050035,BWH PSYCH SW WHC 850,Psychiatry,No,,
10030050036,BWH PSYCHIATRY WHC 850,Psychiatry,No,,
10030050037,BWH BOGG 850,Obstetrics and Gynecology,No,,
10030050038,BWH BPG 850,Internal Medicine,No,,
10030050039,BWH BPG POD 2 ACC,Primary Care,No,,
10030050040,BWH BPG POD 3 ACC,Primary Care,No,,
10030050041,BWH BPG POD 4 850,Internal Medicine,No,,
10030050042,BWH BPG URG CARE 850,Primary Care,No,,
10030050043,BWH ASTHMA 850,Pulmonology,No,,
10030050044,BWH DERM 850,Dermatology,No,,
10030050045,BWH GI 850 ACC,,No,,
10030050046,BWH NEUROLOGY 850,Neurology,No,,
10030050047,BWH CARDIO WHC 850,Cardiology,No,,
10030050048,BWH CARDIO WHC OSHER,,No,,
10030050049,BWH DERM WHC 850,Dermatology,No,,
10030050050,BWH ENDO WHC 850,Endocrinology,No,,
10030050051,BWH GI MED WHC 850,Gastroenterology,No,,
10030050052,BWH GI WHC OSHER,,No,,
10030050053,BWH NEUROLOGY WHC 850,Neurology,No,,
10030050054,BWH OBGYN WHC 850,Gynecology,No,,
10030050055,BWH RENAL MED WHC 850,Nephrology,No,,
10030050056,BWH RENAL WHC OSH ACC,,No,,
10030050057,BWH WHC INTMED 850,Internal Medicine,No,,
10030050058,BWH PAIN MGMT 850,Pain Medicine,No,,
10030050059,BWH PAIN MGMT SPNE ACC,Pain Medicine,No,,
10030050060,BWH ENDO GI HCHP ACC,,No,,
10030050061,BWH ENDO GI FAU MD ACC,,No,,
10030050062,BWH ENDO GI MED ACC,,No,,
10030050063,BWH ENDO GI SURG ACC,,No,,
10030050064,BWH LABORATORY 850,Lab,No,,
10030050065,BWH GI MED CROHNS 850,Gastroenterology,No,,
10030050066,BWH IMG CT 850,Radiology,No,,
10030050067,BWH IMG MRI 850,Radiology,No,,
10030050068,BWH MRI NIV 102B ACC,,No,,
10030050069,BWH CT NIV 102B ACC,,No,,
10030050070,BWH CT SCR 102B ACC,,No,,
10030050071,BWH IMG BONE DEN 850,Radiology,No,,
10030050072,BWH IMG MAMMO 850,Radiology,No,,
10030050073,BWH IMG US 850,Radiology,No,,
10030050074,BWH IMG XRAY 850,Radiology,No,,
10030050075,BWH ENDOSCOPY 850,Endoscopy,No,,
10030050076,BWH GI PREPROC ACC,,No,,
10030050077,BWH GI RECOVERY ACC,,No,,
10030050078,BWH ENDOSCOPY 850 DEPT,Endoscopy,No,,
10030050079,BWH INFUSION 850,Infusion Therapy,No,,
10030050080,BWH IMG XRAY ORTHO 850,Radiology,No,,
10030050081,BWH CROHNS COLITIS CTR,Gastroenterology,No,,
10030050082,BWH PSYCH 850,Psychiatry,No,,
10030050083,BWH DERM ASSOC 850,Dermatology,No,,
10030050084,BWP DERM CONTACT 850,Dermatology,No,,
10030050085,BWH CENTRAL PHARM 850,Pharmacy,No,,
10030050086,BWP ORTHO BOS SUR 850,Orthopedics,No,,
10030050087,BWH RHEUM IBD 850,Rheumatology,No,,
10030050088,BWH NEURO HEAD OSH 850,Neurology,No,,
10030050089,BWH NUTR CROHNS 850,Nutrition,No,,
10030050090,BWH PULMONARY OSH 850,Pulmonology,No,,
10030050091,BWH PHLEB 850,Lab,No,,
10030050092,BWH HBC EKG WHC 850,Virtual Department,No,,
10030050093,BWH IMG 3D MR 850,Radiology,No,,
10030050094,BWH IMG 3D CT 850,Radiology,No,,
10030050095,BWH INFECT DIS WHC 850,Infectious Diseases,No,,
10030050096,BWP ACUPUNCTURE 850,Alternative Medicine,No,,
10030050097,BWH ECHO 850,Cardiology,No,,
10030050098,BWH CARD OUTSIDE IMG,Cardiology,No,,
10030050099,BWH VASCULAR 850,Cardiology,No,,
10030050100,BWH HEMATOLOGY WHC 850,Hematology,No,,
10030050101,BWH SLEEP MED WHC 850,Sleep Medicine,No,,
10030050102,BWH WOMNS HLTH WHC 850,Internal Medicine,No,,
10030050103,BWH NEURO MVMT OSH 850,Neurology,No,,
10030050104,BWH AMB URG RESP 850,Internal Medicine,No,,
10030060001,BWH S HUNT MAIN JPB,Internal Medicine,No,,
10030060002,BWH S HUNT PC PA JPB,,No,,
10030060003,BWH S HUNT PC PHAR JPB,Primary Care,No,,
10030060004,BWH S HUNT PC RN JPB,,No,,
10030060005,BWP S HUNT PC SW JPB,Social Services,No,,
10030060006,BWH PSYCH S HUNT,Psychiatry,No,,
10030060007,BWH GERONTLGY S HUNT,Gerontology,No,,
10030060008,BWH S HUNT PC TM 1 JPB,Primary Care,No,,
10030060009,BWH S HUNT PC TM 2 JPB,Primary Care,No,,
10030060010,BWH S HUNT PC TM 3 JPB,Primary Care,No,,
10030060011,BWH S HUNT PC TM 4 JPB,Primary Care,No,,
10030060012,BWH S HUNTINGTON JPB,Primary Care,No,,
10030060013,BWH NUTRITION S HUNT,Nutrition,No,,
10030060014,BWH PHLEB S HUNTINGTON,Lab,No,,
10030060015,BWH HBC EKG S HUNT,Virtual Department,No,,
10030070001,BWH NUTRITION NWC,,No,,
10030070002,BWP PSYCHIATRY NWC,Psychiatry,No,,
10030070003,BWP CARDIOLOGY NWC,Cardiology,No,,
10030070004,BWP DERMATOLOGY NWC,Dermatology,No,,
10030070005,BWP RAD VEIN CTR NWC,Vascular Surgery,No,,
10030070006,BWP PRIMARY CARE NWC,Internal Medicine,No,,
10030070007,BWH PHLEB NEWTON CNR,Lab,No,,
10030080001,BWP ALLERGY FH,Allergy and Immunology,No,,
10030080002,BWP RHEUM STE 4D FH,Rheumatology,No,,
10030080003,BWP RHEUM 5S FH,Rheumatology,No,,
10030080004,BWP PSYCHIATRY CON FH,,No,,
10030080005,BWP PSYCHIATRY OFF FH,Psychiatry,No,,
10030080006,BWP BREAST CENTER FH,Breast Oncology,No,,
10030080007,BWP BPP SUITE 4S FH,Internal Medicine,No,,
10030080008,BWP BPP SUITE 5J FH,Internal Medicine,No,,
10030080009,BWP BPP SUITE C FH,,No,,
10030080010,BWP BPP SUITE 4A FH,Internal Medicine,No,,
10030080011,BWP CARDIO FH,Cardiology,No,,
10030080012,BWP CARDIO RESIDENT FH,,No,,
10030080013,BWP ENDOCRINE MED FH,Endocrinology,No,,
10030080014,BWP GENERAL GI SURG FH,General Surgery,No,,
10030080015,BWP GERONTOLOGY FH,Gerontology,No,,
10030080016,BWP NEUROLOGY EMG FH,Neurophysiology,No,,
10030080017,BWP NEUROLOGY GEN FH,Neurology,No,,
10030080018,BWP NEUROLOGY HEAD FH,Neurology,No,,
10030080019,BWP NEUROPSYCHOLOGY FH,Psychiatry,No,,
10030080020,BWP ORTHOPEDICS FH,Orthopedics,No,,
10030080021,BWP PLASTIC SURGERY FH,Plastic Surgery,No,,
10030080022,BWP PULMONARY MED 4G FH,Pulmonology,No,,
10030080023,BWP PULMONARY 4F FH,Pulmonology,No,,
10030080024,BWP RENAL MEDICINE FH,Nephrology,No,,
10030080025,BWP SLEEP MEDICINE FH,Sleep Medicine,No,,
10030080026,BWP THORACIC SURG FH,,No,,
10030080027,BWP UROLOGY 4N FH,Urology,No,,
10030080028,BWP VASCULAR SURG FH,Vascular Surgery,No,,
10030080029,BWP WEEKEND CARE FH,Internal Medicine,No,,
10030080030,BWH DERM IMMUNO FH,,No,,
10030080031,BWH DERM MOHS FH,Dermatology,No,,
10030080032,BWP GASTRO MED 4G FH,Gastroenterology,No,,
10030080033,BWP PSYCHIATRY OUT FH,Psychiatry,No,,
10030080034,BWP FAMILY CARE FH,Family Medicine,No,,
10030080035,BWP NEUROLOGY SLP FH,Neurology,No,,
10030080036,BWF PPE,,No,,
10030080037,BWP OTOLARYNGOLOGY FH,Otolaryngology,No,,
10030080038,BWP NEURO SLEEP NW,Neurology,No,,
10030080039,BWP ORL AUDIO FH,Audiology,No,,
10030080040,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10030080041,BWP DERM ASSOC FH,Dermatology,No,,
10030080042,BWP NEUROSURG GEN FH,Neurosurgery,No,,
10030080043,BWP HEMATOLOGY FH,Hematology,No,,
10030080044,BWP NEUROSURG SPINE FH,Neurosurgery,No,,
10030080045,BWP ORTHO SPINE FH,Orthopedics,No,,
10030080046,BWP PHYSIATRY SPINE FH,Physical Medicine and Rehabilitation,No,,
10030080047,BWP GERONTOLOGY BPP FH,Internal Medicine,No,,
